isolate_number,isolate_id,species,run,rep,dose,a,b,fungicide
19,17PR011J.1,Pythium aphanidermatum,2,1,1,12.43,12.7,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,1,9.76,11.06,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,1,12.22,11.69,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,1,10,4.2,4.21,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,2,10,4.48,5.83,Metalaxyl
19,17PR011J.1,Pythium aphanidermatum,2,3,10,6.13,4.52,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,0,39.86,38.95,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,0,40.43,41.91,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,0,40,38.53,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,0.01,35.82,37,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,0.01,40.4,36.67,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,0.01,37.09,37.1,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,0.1,40.61,37.67,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,0.1,41.27,36.95,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,0.1,39.28,38.47,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,0.5,33.71,33.7,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,0.5,33.77,33.95,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,0.5,34.46,34.46,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,1,25.47,26.65,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,1,25.44,25.48,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,1,25.42,25.4,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,1,10,17.75,19.35,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,2,10,17.4,18.33,Metalaxyl
20,16PR008B.1,Pythium torulosum,1,3,10,17.4,17.41,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,0,39.73,40.09,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,0,40.3,41.74,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,0,43.77,45.57,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,0.01,4.88,42.38,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,0.01,41.28,42.29,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,0.01,42.92,44.72,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,0.1,43.44,43.08,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,0.1,42.09,41.58,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,0.1,45.26,43.62,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,0.5,35.38,35.92,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,0.5,36.27,35.07,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,0.5,37.93,37.94,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,1,25.92,26.19,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,1,28.63,27.77,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,1,29.34,28.45,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,1,10,17.13,16.82,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,2,10,17.83,18.26,Metalaxyl
20,16PR008B.1,Pythium torulosum,2,3,10,17.32,16.53,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,0,27.02,27.36,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,0,27.72,27.26,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,0,27.7,27.36,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,0.01,23.18,23,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,0.01,26.5,26.4,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,0.01,26.48,26.48,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,0.1,21.62,21.66,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,0.1,22.24,22.3,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,0.1,23.16,23.12,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,0.5,14.86,14.94,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,0.5,13.42,13.43,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,0.5,14.91,14.36,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,1,9.2,9.219999999999999,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,1,9.2,9.18,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,1,9.52,9.4,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,1,10,6.06,6.66,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,2,10,6.12,6.58,Metalaxyl
21,17PR008H.2,Pythium torulosum,1,3,10,6.52,6.4,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,0,30.84,30.72,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,0,31.45,31.37,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,0,32.55,31.76,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,0.01,30.88,30.77,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,0.01,31.36,31.37,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,0.01,31.22,31.64,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,0.1,27.39,27.4,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,0.1,27.69,27.7,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,0.1,27.97,27.49,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,0.5,13.99,13.89,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,0.5,13.68,13.7,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,0.5,14.44,15.08,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,1,9.25,9.24,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,1,8.98,8.99,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,1,11.73,11.48,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,1,10,7.57,7.66,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,2,10,7.55,8.53,Metalaxyl
21,17PR008H.2,Pythium torulosum,2,3,10,7.73,7.72,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,0,41.35,42.49,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,0,42.14,43.55,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,0,40.44,42.54,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,0.01,40.14,40.15,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,0.01,35.86,36.28,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,0.01,38.31,39,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,0.1,38.24,38.23,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,0.1,45.17,47.03,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,0.1,42.72,42,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,0.5,30.47,29.95,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,0.5,28.86,28.87,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,0.5,27.04,27.07,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,1,23.79,22.85,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,1,22.86,23.01,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,1,23.17,24.38,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,1,10,16.11,14.31,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,2,10,14.52,14.47,Metalaxyl
22,17PR013G.1,Pythium torulosum,1,3,10,14.52,14.53,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,0,42.85,42.08,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,0,42.71,42.98,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,0,43.28,43.28,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,0.01,43.18,43.19,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,0.01,43.02,43.03,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,0.01,41.3,43.54,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,0.1,45.18,43.56,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,0.1,43.98,43.5,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,0.1,45.18,47.17,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,0.5,28.3,27.99,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,0.5,29.12,29.13,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,0.5,31.58,29.57,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,1,19.43,20.05,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,1,22.31,21.65,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,1,22.2,22.11,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,1,10,18.87,18.89,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,2,10,11.31,11.32,Metalaxyl
22,17PR013G.1,Pythium torulosum,2,3,10,11.65,12.77,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0,44.98,45.02,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0,46.31,45.98,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0,43.13,43.06,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.01,43.89,43.9,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.01,40,40,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.01,42.95,43.02,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.1,27.3,29.12,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.1,33.82,33.34,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.1,35.66,35.64,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,0.5,22.62,22.64,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,0.5,23.08,22.64,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,0.5,24.24,24.2,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,1,25.12,24.35,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,1,22.43,23.94,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,1,25.19,25.18,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,1,10,12.28,12.2,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,2,10,10.8,11.74,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,1,3,10,8.76,8.8,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0,34.27,36.191,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0,35.82,36.07,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0,35.98,32.99,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.01,32.84,33.95,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.01,32.94,33.89,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.01,35.19,35.16,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.1,25.11,23.78,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.1,27.22,26.03,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.1,29.09,27.99,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,0.5,20.76,20.41,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,0.5,21.71,20.62,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,0.5,20.33,20.38,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,1,16.78,16.76,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,1,19.95,18.53,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,1,19.67,17.36,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,1,10,9.71,5.53,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,2,10,7.6,8.95,Metalaxyl
24,16PR021B.1,Pythium ultimum var. sporangiiferum,2,3,10,9.99,10.55,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,0,36.07,36.03,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,0,38.84,39.93,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,0,35.92,34.87,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,0.01,35.68,36.84,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,0.01,38.5,38.09,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,0.01,36.1,35.45,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,0.1,16.66,15.72,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,0.1,14.86,14.31,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,0.1,14.33,14.22,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,0.5,11.18,11.6,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,0.5,10.22,10.39,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,0.5,14.28,12.69,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,1,10.56,11.02,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,1,11.78,10.76,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,1,9.64,9.96,Metalaxyl
25,16PR014C.1,Pythium vexans,1,1,10,11.22,12.5,Metalaxyl
25,16PR014C.1,Pythium vexans,1,2,10,11.98,11.99,Metalaxyl
25,16PR014C.1,Pythium vexans,1,3,10,11.06,11.08,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,0,32.88,31.94,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,0,35.12,35.14,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,0,35.54,36.4,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,0.01,30.61,33.03,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,0.01,32.64,31.77,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,0.01,33.62,34.77,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,0.1,8.9,8.91,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,0.1,11.46,10.49,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,0.1,12.08,10.56,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,0.5,6.18,6.35,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,0.5,6.48,5.91,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,0.5,6.71,7.12,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,1,5.76,5.12,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,1,6.08,6.11,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,1,6.22,6.21,Metalaxyl
25,16PR014C.1,Pythium vexans,2,1,10,5.4,5.41,Metalaxyl
25,16PR014C.1,Pythium vexans,2,2,10,5.58,5.53,Metalaxyl
25,16PR014C.1,Pythium vexans,2,3,10,5.22,5.23,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,0,31.94,33.83,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,0,34.48,34.05,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,0,31.24,31.82,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,0.01,30.89,30.79,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,0.01,32.89,31.79,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,0.01,32.9,32.9,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,0.1,12.29,12.27,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,0.1,12.45,12.44,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,0.1,12.44,12.44,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,0.5,9.07,9.09,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,0.5,8.55,8.95,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,0.5,7.99,8.07,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,1,8.18,8.19,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,1,7.21,8.18,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,1,8.5,8.87,Metalaxyl
26,16PR015B.1,Pythium vexans,1,1,10,8.5,8.5,Metalaxyl
26,16PR015B.1,Pythium vexans,1,2,10,7.73,9.9,Metalaxyl
26,16PR015B.1,Pythium vexans,1,3,10,7.74,7.73,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,0,31.44,34.43,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,0,30.22,30.58,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,0,32.73,32.21,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,0.01,31.78,30.6,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,0.01,31.61,31.49,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,0.01,32.68,33.08,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,0.1,15.34,15.3,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,0.1,17.05,16.99,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,0.1,19.02,17.37,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,0.5,10.39,10.11,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,0.5,8.7,8.78,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,0.5,8.8,8.45,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,1,7.91,7.98,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,1,7.62,7.78,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,1,6.76,6.91,Metalaxyl
26,16PR015B.1,Pythium vexans,2,1,10,7.82,7.13,Metalaxyl
26,16PR015B.1,Pythium vexans,2,2,10,7.15,7.14,Metalaxyl
26,16PR015B.1,Pythium vexans,2,3,10,5.67,5.77,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,0,38.62,39.98,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,0,39.7,39.72,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,0,39.8,39.92,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,0.01,42.3,42.32,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,0.01,42.02,42.32,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,0.01,42.04,42,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,0.1,28.38,27.74,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,0.1,28.6,28.64,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,0.1,28.88,28.9,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,0.5,11.93,11.7,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,0.5,11.44,11.7,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,0.5,12.8,11.3,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,1,10.12,10.54,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,1,7.84,7.9,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,1,8.1,6.98,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,1,10,7.16,6.38,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,2,10,7.44,7.72,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,1,3,10,7.04,8.52,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,0,33.32,34,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,0,32.34,34.71,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,0,35.72,36.41,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,0.01,30.93,33.18,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,0.01,32.2,32.41,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,0.01,35.73,35.71,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,0.1,27.92,27.9,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,0.1,27.91,27.58,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,0.1,30.99,39.1,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,0.5,9.97,8.68,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,0.5,10.09,9.26,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,0.5,13.75,13.14,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,1,7.22,7.03,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,1,7.28,8.69,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,1,8.85,8.63,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,1,10,8.12,8.1,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,2,10,8.04,8.03,Metalaxyl
27,17PR009B.2,Pythium acanthophoron,2,3,10,8.66,10.33,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,0,45.9,45.92,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,0,47.27,47.28,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,0,46.6,45.96,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,0.01,43.66,44.33,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,0.01,44.3,44.92,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,0.01,44.18,44.72,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,0.1,27.76,29.68,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,0.1,31.08,31.1,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,0.1,29.88,30.16,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,0.5,13.4,14.44,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,0.5,14.82,15.26,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,0.5,14.03,12.75,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,1,24.28,24.28,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,1,19.3,19.94,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,1,22.4,22.46,Metalaxyl
28,16PR010.1,Pythium irregulare,1,1,10,14.7,14.86,Metalaxyl
28,16PR010.1,Pythium irregulare,1,2,10,14.86,14.12,Metalaxyl
28,16PR010.1,Pythium irregulare,1,3,10,14.9,14.92,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,0,36.33,37.78,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,0,37.18,37.15,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,0,38.17,38.22,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,0.01,32.54,32.64,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,0.01,33.02,33.06,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,0.01,33.85,33.85,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,0.1,17.68,16.72,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,0.1,16.1,15.6,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,0.1,17.25,17.26,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,0.5,16.66,16.06,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,0.5,14.27,15.34,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,0.5,15.16,15.68,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,1,13.14,13.03,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,1,14.98,14.98,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,1,15.5,15.4,Metalaxyl
28,16PR010.1,Pythium irregulare,2,1,10,14.4,11.71,Metalaxyl
28,16PR010.1,Pythium irregulare,2,2,10,12.6,10.77,Metalaxyl
28,16PR010.1,Pythium irregulare,2,3,10,12.45,12.4,Metalaxyl
17,17PR004J.1,Pythium aphanidermatum,1,1,0,47.54,48.2,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0,44.28,44.28,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0,44.54,44.89,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,1,0.01,37.02,37.47,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0.01,36.22,40.1,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0.01,37.67,38.26,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,1,0.1,35.15,32.09,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0.1,36.48,37.07,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0.1,39.2,40.4,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,1,0.5,27.37,25.45,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,0.5,31.08,31.76,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,0.5,29.8,26.48,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,1,1,15.6,14.46,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,1,17.63,17.18,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,1,16.26,15.53,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,1,10,10.48,12.73,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,2,10,10.58,11.99,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,1,3,10,11.69,10.39,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0,45.55,43.36,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0,42.93,46.28,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,3,0,47.61,47.6,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0.01,42.25,42.81,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0.01,38.2,38.19,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,3,0.01,43.25,38.33,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0.1,37.97,38.01,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0.1,38.86,38.81,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,3,0.1,48,48,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,1,0.5,33.73,33.7,Mefenoxam
17,17PR004J.1,Pythium aphanidermatum,2,2,0.5,39.04,39.83,Mefenoxam
